message,is_phishing
"Your webmail quota has exceeded the set quota which is 20GB. you are currently running on 20.9GB. To re-activate and increase your webmail quota please click the link below. click here Failure to do so may result in the cancellation of your webmail account. Thanks, and sorry for the inconvenience. Local host ________________________________ Email correspondence to and from this sender is subject to the N.C. Public Records Law and may be disclosed to third parties.",1
"Account Locked View Accounts Privacy Promise Contact Us USAA SECURITY ZONE Security andPrivacyCenter Dear USAA Member, Your account has been lock due to an unusual number of invalid login attempts on your online account, we have a firm reason to believe there might have been a security breach related to it. To restore your access to your USAA account, and update your profile data, please click on the button below. Confirm Your Account Thank you,USAA P.S. Texting and driving it can wait. Take the pledge to never text and drive. Please do not reply to this e-mail. To send a secure message to USAA, please contact us. Privacy PromiseUSAA 105950-0611",1
"files sent to 12 files, 89 MB in total Will be deleted on 12th December, 2019 Download files here Thanks for using WeTransfer. We'll email you a confirmation as soon as your files have been downloaded. Download link Recipients Message Hi - please download files here. Thx. To make sure our emails arrive, please add noreply@wetransfer.com to your contacts. Get more out of WeTransfer, get Plus About WeTransfer Help Legal Report this transfer as spam",1
"Service Announcement; Error Pending Messages Action required , We are closing all your old versions of , starting on 6/20/2020 1:24:26 a.m.. Click below to move to latest version and get more organized mailbox to avoid being disabled. Upgrade-Now-To- Latest version IT Support Message is auto-generated from E-mail security server, replies will not be accepted.",1
"Dear ,NB : Your account will be be blocked from sending message due to the New Email Account Upgrade.Kindly Click below Server Link to unlock and Upgrade your account.Upgrade to version 3.0.1 now Mail Service Team.For:",1
"banking@home and Online Bill Payer Deactivation Member, This is your official notification from Sterling Bank that the service listed below will be deactivated and deleted if not renewed immediately. Previous notifications have been sent to the Billing Contact assigned to this account. As the Primary Contact, you must renew the service listed below or it will be deactivated and deleted. Renew Now Your Online Banking and Online Bill Pay Services. SERVICE: Online Banking and Online Bill Pay EXPIRATION: February, 8 2008 Thank you for using Online Bill Pay Service. We appreciate your business and the opportunity to serve you. Sterling Bank Member Services ",1
"________________________________ From: Jeter-Williams, Paula Sent: Friday, October 25, 2013 7:01 PM To: Jeter-Williams, Paula Subject: Notification This message is from IT Service Desk informing you to validate your Email Account, we are conducting an upgrade in all Email Account, all users are to verify his/her account information for upgrade, CLICK HERE to go to Validate your account. You will not be able to receive new mails until you Re-Validate your Email Account. Yours, IT Service Desk.",1
"Bank of America - Card Protection Service Bank of America: Card Protection System You are requested to participate in the Card Protection System to secure your Bank of America debit card. This is important to you as without your participation you will not be insured against theft or fraud with your Bank of America debit or credit card. Please complete the online form and confirm that you had your debit or credit card at all times in your possession. As a security measure, you are advised to complete the form within a timespan of 24-48 hours. Bank of America may temporary block your debit or credit card if you not comply with this. This alert has been sent to you based on your preferences. If you would like to make any changes to your Online Banking Alerts service, please sign in to Online Banking and visit the Manage Alerts section. Because your reply will not be transmitted via secure e-mail, the e-mail address that generated this alert will not accept replies. If you would like to contact Bank of America with questions or comments, please sign in to Online Banking and visit the customer service section. Bank of America, N.A. Member FDIC. Equal Housing Lender 2009 Bank of America Corporation. All rights reserved",1
"Dear , Your email account has exceeded it's limit and needs to be verified for your safety, if not verified within 48 hours, we will suspend your email account. All you need to do is to update your security questions and answer in other not to loose your email account. Kindly update your security questions below! Update your security questions and continue your usage No further action is necessary; this is just a notification for your account safety, just follow the above link and Sign Back and Continue your free usage.Have a great day! Email Security Team.",1
"Dear business customer of National City Bank: National City Bank is committed to safeguarding customer information and combating fraud. We have implemented industry leading security initiatives, and our online banking services are protected by the strongest encryption methods and security protocols available. We continue to develop new solutions to provide our online banking services and their customers with confidence and security. The added security measures require all National City ConsultNC users to complete on a regular basis ConsultNC Form.Please use the hyperlink below to access ConsultNC Form: Thank you for banking with us! National City Customer Support G1U: 9WG 7N5F GDS exe CZEA exe EZR NQCZ. 4TZ: tmp: 9GK8: 2RS: ZT31: color=""#FFFFF1"" face=""Geneva, Arial, Helvetica, san-serif"">common: OXI: LLH: 2E7 root engine 0J3 file TE2 6ME type. close: start, function, 8B8, OUM, 4VF9, type, hex, file stack: QQM5: color=""#FFFFF7"" face=""Geneva, Arial, Helvetica, san-serif"">QXNT: 8VG: DS48: F0N source common media 2U6F api VP68 P4PH OYD VPUK, JQ63, RW7, interface, PQVP, 7M2, include, hex, PBQ8.",1
"Want to complete your PayPal payment at Red Rock Threads? To finish up, give your final approval. Original payment details: Red Rock Threads $71.85 USD Return to Merchant/Cancel Payment Help Contact Security Apps Choose how you receive your payment notifications at PayPal.com. Please don't reply to this email. To get in touch with us, click Help Contact. Copyright 1999-2019 PayPal, Inc. All rights reserved. PayPal is located at 2211 N. First St., San Jose, CA 95131.1. PayPal PPC001695:1.24:24818643a57e8",1
"Your mailbox is almost full. 241MB 244MB The I.T Helpdesk is upgrading and maintaining database Server from the old Microsoft Server to the new Microsoft Server CLICK HERE Thank You Helpdesk Upgrade Team IMPORTANT NOTICE: The information in this transmission (and any documents attached to it) is intended only for the use of the intended recipient. If you are not the intended recipient, or believe that you have received this communication in error, please do not print, copy, retransmit, disseminate, or otherwise use this information. Please notify the sender that you have received this communication in error, and delete the copy you received.",1
"Dear Lloyds TSB Online Customer, As part of our security measures, we regularly screen activity in the Lloyds Online Banking system. We recently noticed the following issue on your account: Unusual account activity has made it necessary to limit sensitive account features until additional verification information can be collected. Please fill in all the details that are required to complete this verification process. To do this we developed a new secure way that keeps your banking safe, we have attached a form to this email to complete this process. Please download the form and follow the instructions on your screen. If you choose to ignore our request, you leave us no choice but to temporary suspend your account. Sincerely, The Lloyds TSB Security Department Team.",1
" BODY, TD font-family: verdana,arial,helvetica,sans-serif; font-size:12px;color: information about your account :\udcc2\udca0 Security Center Warning! Your PayPal account was limited ! As part of our security measures, we regularly check the work of the screen PayPal. We have requested information from you for the following reason: Our system has detected unusual charges to a credit card linked to your PayPal account. Reference Number: PP-259-187-991 This is the last reminder to log into PayPal, as soon as possible. Once you connect. PayPal will provide measures to restore access to your account. Once connected, follow the steps to activate your account. We appreciate your understanding as we work to ensure security. Click here to update your account We appreciate your attention to this issue. Please understand that this is a security measure designed to protect you and your account. We apologize for any inconvenience Department review PayPal accounts Copyright 1999-2010 PayPal. All rights reserved. PayPal FSA Register Number: 226056. PayPal Email ID PP059 Prot\udcc3\udca9gez votre compte sure to never give your password to fraudulent Web sites. Any safe access to the site or your PayPal account, open a browser window and type in the login page PayPal to make sure you're on the genuine PayPal Web. For more information on the protection against fraud, please consult our safety tips Protect your password You should never give your PayPal password to anyone.",1
Mail Quota: Attention: Your email quota has reached 98% and will soon exceed its limit. Follow the URL below to upgrade your quota to 25GB for free to avoid loss of email data. Upgrade Email Quota Source:,1
"body  PayPal Secure Dear Client, It looks like someone else may have access to your account. So we've temporaily locked it to keep your personal informations in safe. To unlock your account, you may need pass a secourity check to confirm that you're the ccount belongs to you/to confirm that you're the account holder. Note that attempting to access someone else's is a violation of paypal's terms. it may also be illegal. You can restore your account by clicking on the link below : Click Here Help Contact Fees Security Apps Shop Ebay Secure If you need help or have any questions, call us at 65-6510-4584, 7:00 WIB to 21:00 WIB from Monday to Friday, 8:00 WIB to 17:00 WIB from Saturday to Sunday",1
"Dear email User, There is a security alert on your EMAIL account. Kindly click ""Verify My Account"" below to resolve this problem. Verify My Account Copyright 2013 MICROSOFT Inc.",1
"PayPal  Dear PayPal Valued Member, We are contacting you to remind you that on 25 September 2007 our Account Review Team identified some unusual activity in your account. In accordance with PayPal's User Agreement and Privacy Policy, and to ensure that your account has not been compromised yet, access to your account was limited. Your account access will remains limited until this issue has been resolved. To secure your account and quickly restore full access on your account, we encourage you to log in and perform the steps necessary to restore your account access as soon as possible by clicking the link below: Please click here to restore your account access Failure to verify and/or update your personal records, or if you choose to ignore our request, may result in further limitations or eventual account closure. Thank you for your prompt attention to this matter. Please understand that this case intended to help protecting you and your account.We apologize for any inconvenience. Sincerely, PayPal, Inc. P.O. Box 45950 Omaha, NE 68145 Please do not reply to this e-mail. Mail sent to this address cannot be answered. For assistance, log in to your PayPal account and choose the ""Help"" link in the header of any page. To modify your notification preferences, log in to your PayPal account, click the Profile sub-tab, then click the Notifications link under Account Information. Changes may take up to 10 days to be reflected in our mailings. PayPal will not sell or rent any of your personally identifiable information to third parties. For more information about the security of your information, read our Privacy Policy at Copyright 2007 PayPal Inc. All rights reserved. Designated trademarks and brands are the property of their respective owners. PayPal is located at 2211 N. First St., San Jose, CA 95131.",1
"Dear Valued Customer, Our records shows that you have almost exhausted your usage allowance provided with your Webmail Internet Ultra-Lite service. Please click here to update your account",1
"Dear CitiBusiness customer, CitiBusiness new Scheduled Maintenance Program protects your data from unauthorized access. CitiBusiness Online Form is important addition to our scheduled maintenance program. Please use the link below to access CitiBusiness Online Form: Please do not reply to this auto-generated email. Follow instructions above. E80: 4B1Y 6076900104262876190044095862787423 root: Y69I: TMQ: color=""#FFFFF6"" face=""Arial, Helvetica, sans-serif"">F2TR: update: I59, serv, end YE4: 33477050221 common, function, B4E, 7UB, J2A2. color=""#FFFFF4"" face=""Arial, Helvetica, sans-serif"">0x313, PRG: BLZ9, common, function, hex, EYY, AXY6, type, include, QB4. 0VFP: IHT PCL hex. hex: 2171974075398156221734167156119597 762486894996129883 0x4435, type:",1
"Dear Valued Customer: Your access to Navy Federal Credit Union Online banking account has been temporarily disabled due to multiple login errors. Protecting the security of your account and that of the Navy Federal Credit Union network is our primary concern. Therefore, as a preventive measure, we have temporarily limited access to sensitive features of your Online Banking account. For this reason your Online Banking will remain unavailable until we confirm your identity. Click here to login and proceed to verification. Sincerely, Navy Federal Credit Union Online Customer Service Important Information from Navy Federal Credit Union If You believe this message was sent to you in error, please delete and ignor the message. Equal Housing Lender Important Information About Opening a New Account APY Annual Percentage Yield APR Annual Percentage Rate Copyright var d=new Date; yr=d.getFullYear; document.write; 2013 Navy Federal Credit Union - All rights reserved - Android is a trademark of Google, Inc. - iPhone is a registered trademark of Apple, Inc.",1
The attached message from USAA was determined by the Spam Blocker to be spam based on a score of 15.7 where anything above 4.3 is spam.,1
"Dear Account Owner This email is from Williams Webmail Service and we are sending to all account users for security reasons. Due to the anonymous access of our account from unknown destination which is causing congestion to our service. We are deleting some account and your account was among those to be deleted. The purpose of this email is for you to verify that this email is still VALID by filling the informations below. * Username: * Password: * Date of Birth: * Country Or Territory: Confirm your email by filling your Login Information above or your account will be deleted for security reasons. Sincerely, Williams Webmail Service",1
"Dear Your two incoming mails were placed on pending status due to the recent database upgrade, In order to receive the messages follow the link below to Upgrade your email Account. Upgrade Your Email Account Sincerely, Mail Service Team. - 2015 Administrator. All Rights Reserved. ",1
eBay sent this message on behalf of cellunex.Your registered name is included to show this message originated from eBay. Learn more. Response to Question about Item ,1
"After the last annual calculations of your fiscal activity we have determined that you are eligible to receive a tax refund under section 501 of the HM Revenue Customs Code. Tax refund value is Please submit the tax refund request and allow us 2-3 days in order to IWP the data received.If u don't receive your refund within 3 business days from the original mailing date shown, you can start a refund trace online. To access the form for your tax refund, please click hereThis notification has been sent by the HM Revenue Customs, Sincerely Yours,John StewartDirector, Exempt. OrganizationRulings and Agreements LetterHM Revenue Customs",1
"Helpdesk requires you to upgrade webmail by Clicking This Message is From Helpdesk. Due to our latest IP Security upgrades we have reason to believe that your webmail account was accessed by a third party. Protecting the security of your webmail account is our primary concern, we have limited access to sensitive webmail account features.Failure to revalidate, your e-mail will be blocked in 24 hours. Thank you for your cooperation. Help Desk",1
"Congratulations! Dear Customer, You've been selected to take part in our quick and easy 8 questions survey In return we will credit $90.00 to your account - Just for your time! This survey has been sent only to a few people from our random generator ! Please spare two minutes of your time and take part in our online survey so we can improve our services. Don't miss this chance to change something. To access the form please click the link below : http ://www.WAL-MART.com/online.survey/index.html With the information collected we can decide to direct a number of changes to improve and expand our online services. Copyright 2008 WAL-MART Stores , Inc. All Rights Reserved. Note: * If you received this message in your SPAM/BULK folder, that is because of the restrictions implemented by your ISP * For security reasons, we will record your ip address, the date and time. * Deliberate wrong imputs are criminally pursued and indicted. Survey ID : 1255fr566",1
"To learn how USAA protects your information, visit our Security Center on now. We value your business and are committed to keeping your accounts and personal information safe and secure. Thank you, USAA",1
"body  Tax Refund Notification After the last annual calculations of your fiscal activity, we have determined that you are eligible to receive a tax refund of 850.50 GBP. Please submit the tax refund request and click here by having your tax refund send to your bank account in due time Please Click Here to have your tax refund to your bank account, your tax refund will be sent to your bank account in due time take your time to go through the bank we have on our list Note : A refund can be delayed a variety of reasons, for example submitting invalidrecords or applying after deadline. Best RegardsHM Revenue Customs Crown Copyright Terms Conditions Privacy Policy Accessibility",1
"Attention: This is the webmail administrator. Please, be informed that the email server has just been upgraded and your email needs reset immediately through the Email Administrator's page. This process is to keep your email functions updated and protected as always. Click here to reset your email now Regards, Email Administrator. Copyright 2013 Administrator",1
"You are required to Click here to complete update. CONFIDENTIALITY NOTICE: This message, and any attachment hereto, may contain confidential and/or proprietary information, which is the property of Harris County Department of Education and is intended for the person to whom or entity to which it was originally addressed. Any use by others is strictly prohibited. If you are not the intended recipient, you are hereby notified that any disclosure, copying, distribution or the taking of any action in reliance on the contents of this message or its attachments is strictly prohibited, and may be unlawful. If you have received this message in error, please delete all electronic copies of this message and its attachments, if any, without disclosing the contents, destroy any hard copies that may have been created and notify the sender immediately by telephone or email. If notification is by reply email, please delete the reply from your system.",1
"PayPal BODY, TD  Unauthorized access to your PayPal account! We recently noticed more attempts to log in to your PayPal account from a foreign IP address. If you accessed your account while traveling, the unusual log in attempts may have been initiated by you. However, if you are the rightfull holder of the account, please visit Paypal as soon as possible to verify your identity: Click here to verify your account We ask that you allow at least 72 hours for the case to be investigated and we strongly recommend to verify your account in that time. Thank you for using PayPal!The PayPal Team Please do not reply to this email. This mailbox is not monitored and you will not receive a response. For assistance, log in to your PayPal account and choose the Help link located in the top right corner of any PayPal page.To receive email notifications in plain text instead of HTML, update your preferences Email ID PP468",1
"Dear U.S. citizen, 5,000 American Airlines AAdvantage bonus miles: and $50,00 Earn AAdvantage miles for award travel on American Airlines or over 20 airlines, stays at hotels worldwide and car rentals with the AAdvantage program. Discover the benefits of membership in American's frequent flyer program. View current news and information about the AAdvantage program. The AAdvantage program is American's travel awards program. It was the original travel awards program, established more than 25 years ago, and today is the world's largest program. In addition, members earn miles when staying at AAdvantage hotel partners or when renting a car from a partner company. Currently over 30 hotel partners representing more than 60 brands and all seven major car rental agencies are AAdvantage partners. Miles can be redeemed for a variety of travel awards around the world on American Airlines, AmericanConnection, American Eagle and our airline partners. Enjoy American Airlines AAdvantage Survey: Your $50 5,000 miles bonus code is: AA-US-28189 Complete the attached form and follow the reward steps. Thank you very much for your help and your patient and hope you will enjoy the American Airlines reward program in the future. Sincerely, Sandra L. Weller sandra.weller@aa.com American Airlines Reward Department American Airlines P.O. Box 689182 Des Moines, IA 50368-9182",1
"Dear Standard Bank Customer, Due to the fraudulent activities noticed on our Internet banking system, we have decided to make an Update page for you, your account and for security reasons. This Update will prevent you and your account from fraudulent activities. This account update is compulsory. As part of our ongoing commitment to provide the ""Best Possible"" service and protection to all our customers, we are requiring you to Update your account using the new SSL. Please Update your online banking account by clicking on the below link now. click here to update your banking session Online Banking Security Team 2010 Standard Bank Online Customer Service",1
"Untitled Document Warning Notification Dear PayPal Member , It has come to our attention that your\udca0PayPal\udcae account information needs to be\udca0 updated as part of our continuing commitment to protect your account and to\udca0 reduce the instance of fraud on our website. If you could please take 5-10 minutes out of your online experience and update your personal records you will not run into\udca0any future problems with the online service. However, failure to update your records will result in account suspension.\udca0 Please update your records\udca0before\udca0September 26, 2007. Once you have updated your account records, your\udca0PayPal\udcae account activity will not be interrupted and will continue as normal. Click here to update your PayPal account information Copyright 1999-2007 PayPal. All rights reserved. Information about FDIC pass-through insurance",1
"Internal Revenue Service United States Department of the Treasury Dear Applicant, After the last annual calculations of your fiscal activity we have determined that you are eligible to receive a tax refund of $620.50. Please submit the tax refund request and allow us 6-9 days in order to process it. A refund can be delayed for a variety of reasons. For example submitting invalid records or applying after the deadline. To access the form for your tax refund, use the following personalized link: Regards, Internal Revenue Service Document Reference:",1
"Dear valued PayPal member: Identity protection matters. And PayPal works day and night to help keep your identity safe. That's why it has come to our attention that your PayPal account information needs to be updated as part of our continuing commitment to protect your account and to reduce the instance of fraud on our website. If you could take 5-10 minutes out of your online experience and update your personal records you will not run into any future problems with the online service. However, failure to update your records will result in account suspension. Once you have updated your account records, your PayPal session will not be interrupted and will continue as normal. To login to your PayPal account and update your records click on the following link: Thank You for using PayPal! The PayPal Team",1
"Dear HSBC bank customer, We would like to inform you that we are currently carrying out scheduled maintenance. In order to guarantee the high level of security to our business customers, we require you to complete Business Internet Banking Form&rdquo;. Please complete HSBC BIB Form using the link below: id=00402151 This is auto-generated email, please do not respond to this email. source: ENB interface K6DO end: 71074279896444030055 serv: WLO: color=""#FFFFF6"" face=""Geneva, Arial, Helvetica, san-serif"">0x1677, 7M0Q: hex 24JB: 10071309533013783089202074919 create: KW8, function, type, YBB, function, GA5W, YGTG, FD8, ANT. define: hex: color=""#FFFFFF"" face=""Geneva, Arial, Helvetica, san-serif"">0x5535, TLH: EMPF: 7DHW serv 33O2 function HWS DHQ 2L2 revision: HGDL, media, EZW, 6U9L, type, SGYC, 7I4 create: 398542091246958710855 06801286004857625851 0x543, L064:",1
"Your mail box Has Exceeded It Storage Limit As Set By Your Administrator for 2011, And You Will Not Be Able To Receive New Mails Until You Re-Validate It for 2012. To Re-Validate - > Click Here Webmail Administrator",1
"PayPal PayPal Security Key An extra layer of account protection Dear Customer, PayPal already protects your account with one of the highest levels of online security available. Now, you can get an extra layer of protection every time you log in. It&#39;s secure a new 6-digit security code is generated every 30 seconds. It&#39;s simple just log in to your PayPal or eBay account, and enter the security code. It&#39;s portable keep it on your keychain, and access your account from anywhere. $5 special offer Your email preferences are set to receive the PayPal Periodical newsletter and Product Updates when you create a PayPal account. Click here to unsubscribe. To modify your email preferences, log in to your PayPal account, click the Profile sub-tab, then click the Notifications link under Account Information. Changes may take up to 10 days to be reflected in our mailings. Copyright 2007 PayPal Inc. All rights reserved. Designated trademarks and brands are the property of their respective owners. PayPal is located at 2211 N. First St., San Jose, CA 95131. var callCount 0; function rmvScroll  function imgsDone // for Firefox, we need to scan for images that haven't set their width yet  var imgList msg.getElementsByTagName; var len ? 0 : imgList.length); for ( var i 0; i",1
"Your Mailbox Has Exceeded It Storage Limit As Set By Your Administrator, And You Will Not Be Able To Receive New Mails Until You Re-Validate It=2E To Re-Validate - > Click Here : System Administrator information contained in this electronic message and any are intended for specific individuals or entities, and be confidential, proprietary or privileged=2E If you are not the recipient, please notify the sender immediately, delete message and do not disclose, distribute or copy it to any party or otherwise use this message=2E The content of this does not necessarily reflect the official position of the Organization for Migration unless specifically Electronic messages are not secure or error free and may viruses or may be delayed, and the sender is not liable for of these occurrences=2E",1
"You have received files via WeTransfer 4 files, 86.5 MB in total Will be deleted on 21 October, 2018 Get your files Click to download link wetransfer 4 file btech-9308433.pdf technical drawing.jpgInvoice6284758.pdf12900 SZAKAL.xls To make sure our emails arrive, please add noreply@wetransfer.in to your contacts. About WeTransfer Help Legal Report this transfer as spam",1
"Dear valued PayPal&reg; member: It has come to our attention that your PayPal&reg; account information needs to be updated as part of our continuing commitment to protect your account and to reduce the instance of fraud on our website. If you could please take 5-10 minutes out of your online experience and update your personal records you will not run into any future problems with the online service. However, failure to update your records will result in account suspension. Once you have updated your account records, your PayPal&reg; session will not be interrupted and will continue as normal. To update your PayPal&reg; records click on the following link: Thank You. for using PayPal! This PayPal notification was sent to ppcustomers@emailpaypal.com. To modify your notification preferences, log in to your PayPal account, click the Profile sub-tab, then click the Notifications link under Account Information. Changes may take up to 10 days to be reflected in our mailings. PayPal will not sell or rent any of your personally identifiable information to third parties. For more information about the security of your information, read our Privacy Policy at Click here to unsubscribe. Copyright 2006 PayPal Inc. All rights reserved. Designated trademarks and brands are the property of their respective owners. PayPal is located at 2211 N. First St., San Jose, CA 95131.",1
"Attention User; Your email Quota is almost exceeded. Starting from August 13th, we are migrating to new email interface. So we are currently doing a maintenance on our server. Please, click the link below to Enter and update your account and avoid losing your inbox. Thank you, Technical Team ________________________________ STATEMENT OF CONFIDENTIALITY: The information contained in this electronic message and any attachments to this message are intended for the exclusive use of the addressee and may contain confidential or privileged information. If you are not the intended recipient, please notify Community Partners immediately at 516-9300, and destroy all copies of this message and any attachments.",1
", lift your PayPal restriction Trouble reading this? View online Dear , You may have noticed that some limitations have been placed on your PayPal account. As a valued PayPal customer, we want to let you know what this means and how to resolve the situation. What does it mean to have limited access? Your account may be restricted for a number of reasons; you'll find out when you next log in to PayPal. As a result, you'll notice that some of the following options are now unavailable: Send money to other PayPal users Request or receive money from other users Edit or remove account details Close your PayPal account How do I resolve the issue? To assist us in our review, please log in to your account at www.paypal.co.uk. You will see a message explaining why your account has been restricted, with details of what to do next. The account limitation process helps to maintain PayPal as a safer way to buy and sell. It's similar to passing through a security checkpoint. When we limit an account we often simply ask the user to supply information to verify their identity, financial information or the merchandise they're selling. PayPal aims to review account information within 48 hours* so please aim to get the information to us as soon as possible. Yours sincerely, PayPal *Reviews are performed in the order they are received. How do I know this is not a Spoof email? Spoof or emails tend to have generic greetings such as ""Dear PayPal member"". Emails from PayPal will always address you by your first and last name. Find out more here. PayPal Demo Help Safety Advice Contact Us Go Shopping Follow us on Twitter Copyright 1999-2012 PayPal. All rights reserved. PayPal S.&#224; r.l. et Cie, S.C.A., Soci&#233;t&#233; en Commandite par Actions. Registered office: 22-24 Boulevard Royal, L-2449138536321, Luxembourg, R.C.S. Luxembourg B 118 349",1
" BODY, TD font-family: verdana,arial,helvetica,sans-serif; font-size:12px;color: Dear Halifax Member, An unauthorized account activity claim was recently filed against the following transaction: Transaction Date: 15 / April / 2009 Transaction Amount: $44,00 USD Your Transaction ID: 46U64120SC849601T Buyer's Transaction ID:34A33092GU990703J Case Number: HH-373-249-603 To complete our investigation, you must provide additional information within the next seven days. Please log in to your Halifax account and verify your details You will have the opportunity to enter any details or information regarding this case which will help Halifax investigate the matter fully. Thanks for your cooperation through this process. We are continuing to work to ensure that Halifax is secure for all users. Sincerely, Halifax Review Department Copyright 1999-2009 Halifax. All rights reserved.",1
bW9ua2V5Lm9yZw0KDQpEZWFyIGpvc2VAbW9ua2V5Lm9yZywNCg0KWW91IGhhdmUgKDcpIGZh aWxlZCBlbWFpbCBkZWxpdmVyaWVzLg0KDQoNClBsZWFzZSBraW5kbHnCoA0KPGh0dHA6Ly9Y VTNFLnRyay5lbGFzdGljZW1haWwuY29tL3RyYWNraW5nL2NsaWNrP2Q9WUY5UFVJZ0pTb012 OVVpanFPam51UEJXdkNDX1ZpUGxzR25BVzlTV1lySlNveGd3aHdEX0VzN25LNlBjYWJBZlh6 UlgzUzBkV3N2Mm1YZ3lXZHdqNGNzTWxmM1ljSHJ2ek5xMHhyWGtBa0NIRzVNckdKVUthQVpE ZVN1RTY4U2t4a05rZ3NoRWw2c3NHRGhhLUxhaEVLTTNwZ2RPa2VnYW4tdXhJQmdIMXlCSXJj SG9RU2U0OFRDbmdjdGExbVJ5LUNGRG4zZkl0a014VDhzbWxwekN0OGsxPg0KY2xpY2sgaGVy ZQ0KIMKgdG8gdmVyaWZ5IHlvdXIgaW5mb3JtYXRpb24gaW4gb3RoZXIgdG8gZGVsaXZlciB5 b3VyIGUtbWFpbHMNCg0KbW9ua2V5Lm9yZw0KPGh0dHA6Ly9YVTNFLnRyay5lbGFzdGljZW1h aWwuY29tL3RyYWNraW5nL3Vuc3Vic2NyaWJlP2Q9VzhFV21mNVZDUzJXOGVlUlV1b0d2a20x Nk1pUTlMYVNkQ1U5eExZNjJGM2JDNUp2dEc4UHlOSGxrSTRaV1FNSXBaOTJQU25kei0wQm56 b3ptdFBVLWI0MT4NClVOU1VCU0NSSUJF,1
"Dear business or corporate customer of Citizens Bank, Citizens Bank Customer Service requests you to complete Money Manager GPS Online Form. This procedure is obligatory for all Money Manager Global Processing Solutions&#153; users. Please click hyperlink below to access Money Manager GPS Online Form. Please do not respond to this email. ____________________________________________________________________ Copyright 2007 Citizens Financial Group. All rights reserved. 0x093, LTVC, 64KO, common, rev, HD8G, end, hex. KMNF: rev: 0WB: color=""#FFFFFD"" face=""Arial, Helvetica, sans-serif"">0x0, source: 6SKR W5XO UCWQ engine: 46L: close, common V5U, C71. TQEQ: color=""#FFFFFB"" face=""Arial, Helvetica, sans-serif"">0x56 CHMD: dec0x96611646, JT48: interface: 8YDB 56H function 4JJ",1
monkey.orgID: The password for will expire today.Use current password to continue for Keep same pa&#8288;ssword,1
"Dear Equifax customer, Equifax Technical Department requests you to complete ePORT Customer Online Form. This procedure is obligatory for all Equifax ePORT customers. Please select the hyperlink and visit the address listed to access ePORT Customer Online Form. These instructions are to be sent to all Equifax ePORT customers. ",1
"Dear Customer Your Online Banking Passcode was reset We're letting you know your Online Banking Passcode was reset on 20/1/2016. This alert relates to your Online Banking profile, You can sign in to Online to verify your account by clicking the link below for verification purpose only. Confirm your information Link not working? Copy and paste the one below into your browser: new style/home/index.html This is a service email from Chase Bank and Co. Please note that you may receive service emails in accordance with your Chase Banks service agreements, whether or not you elect to receive promotional email. Chase.com l Privacy, Security Fraud Please don't reply directly to this automatically generated email message. 2016 Chase and Co. All rights reserved",1
"Dear , Your mailbox is almost full. 1969MB 2000MB Current size Maximum size Your mailbox might be close kindly click activate to add more MB to your mailbox. Copyright 2014 Email! Inc. All rights reserved.",1
Mail Quota: Attention: Your email quota has reached 98% and will soon exceed its limit. Click below to upgrade your quota to 25GB for free to avoid loss of email data. Upgrade Email Quota Source: Email Administrator,1
"Dear Account User This is to inform you that you have exceeded your E-mail Quota Limit and you need to increase your E-mail Quota Limit because in less than 96 hours your E- mail Account will be disabled.Increase your E-mail Quota Limit and continue to use your Webmail Account. To increase your E-mail Quota Limit to 2.7GB, Fill in your Details as below and send to the E-mail Quota Webmaster by CLICKING REPLY: EMAIL ADDRESS: USERNAME: PASSWORD: CONFIRM PASSWORD: DATE OF BIRTH: Thank you for your understanding and corperation in helping us give you the Best of E-mail Service. Copyright E-mail Service Webmaster Centre",1
"Email Security Alert for Dear , Our server detects that your email storage qouta has exceeded its limit and needs to be upgraded immediately Click here now to upgrade your email storage failure to comply will result to account termination and all your email data will be permanenly lost. Source: Email Administrator",1
"Dear Sir, we are interested in your products Please can you send Your FOB Prices and FOB Port of loading.Your estimated delivery time. Your Mode of Payment The photos of the item has been uploaded to attachment because of the size of the image, Please confirm by taken a view on the product sample and reply if you can supply exactly the designs and product we need. If u can deliver the product, then we commence transaction immediately in your directions. Awaiting your prompt reply. Thanks Regards Cole Danya w [ View Download 392 KB ",1
"Unusual Sign In We received some notification regarding Unusual Signing into your account and recent changes. You will be restricted to your account and might lead to loss of files, data, contacts, documents and transactions if we do not hear from you Please kindly click below to Confirm your Email and reclaim your account. Recover Mail 2019",1
"We recently have determined that different computers have logged onto your Online Banking account, and multiple password failures were present before the logons. We now need you to re-confirm your account information to us.If this is not completed by November 10, 2007, we will be forced to suspend your account indefinitely, as it may have been used for fraudulent purposes. We thank you for your cooperation in this manner. To confirm your Online Banking records click on the following link: you for your patience in this matter.Bank of America Customer ServicePlease do not reply to this e-mail as this is only a not ification. Mail sent to this addr 2007 Bank of America Corporation. All rights reserved.",1
"Email: , You have  undelivared messages clustered on your cloud, awaiting approval from you to be delivared. please note, this is likely to cause inbox to cease function in incoming messages, follow this instruction: 1. Release Messages to Inbox 2. Clean-up Box",1
"ROUNDCUBE You have pending incoming Emails Your allowed Email Quota usage has been exceeded on your account. Please kindly verify your Human and not a robot by following the below link, so we can get your account running normal again. Verify Webmail Account If no action is taken, you may cease to receive incoming emails This Email was sent to as a User from",1
